trackID,time,objID,xpos,ypos,Radius,Brightness
Track_45,2.0,159,180.066666667,353.444444444,1.25890463025,2070.0
Track_48,2.0,160,258.429906542,358.186915888,1.99472734959,5029.0
Track_46,2.0,161,276.847222222,367.125,1.61494321019,3456.0
Track_47,2.0,162,182.333333333,365.644444444,1.26899419497,2205.0
Track_1,2.0,163,165.322580645,377.148387097,2.37666921225,7750.0
Track_49,2.0,164,265.46953405,387.347670251,3.16062761747,14229.0
Track_0,2.0,165,146.861924686,395.481171548,3.01820958581,12428.0
None,2.0,166,286.128571429,397.285714286,1.76168635722,3710.0
Track_50,2.0,167,227.418604651,397.651162791,1.825879969,4644.0
Track_51,2.0,168,179.851851852,399.666666667,1.03292469585,1485.0
Track_6,2.0,169,96.7834394904,79.7707006369,2.36827972299,8792.0
Track_7,2.0,170,102.705128205,91.7115384615,2.35692150193,8892.0
Track_5,2.0,171,205.5,188.0,0.569275042553,348.0
Track_4,2.0,172,205.828478964,174.03236246,3.95642135663,18231.0
Track_33,2.0,173,122.808510638,258.723404255,2.76483505727,8460.0
Track_31,2.0,174,119.5,249.076923077,1.0409911316,1586.0
Track_9,3.0,176,132.128865979,13.2422680412,2.62148436145,194.0
Track_8,3.0,177,329.186046512,24.3720930233,1.24361935119,86.0
Track_10,3.0,178,114.505617978,33.0224719101,1.77720378382,267.0
Track_11,3.0,179,12.510989011,38.2472527473,2.5588743069,728.0
Track_12,3.0,180,29.7910447761,38.8955223881,2.18667517154,670.0
Track_13,3.0,181,284.515151515,40.2045454545,2.22713656081,792.0
Track_15,3.0,182,283.980314961,62.1811023622,3.06877004242,1778.0
Track_53,3.0,183,101.25,57.4375,0.749362829135,128.0
None,3.0,184,339.827586207,63.1034482759,1.01797567662,261.0
Track_16,3.0,185,383.382716049,77.962962963,1.69897703176,891.0
Track_18,3.0,186,169.633333333,78.3666666667,1.02370853048,360.0
Track_14,3.0,187,67.149068323,99.4720496894,2.44712054369,2093.0
Track_19,3.0,188,240.640350877,106.587719298,2.05293964187,1596.0
Track_20,3.0,189,323.977272727,133.727272727,2.18137137772,1980.0
Track_21,3.0,190,1.82258064516,147.85483871,1.68569086468,992.0
Track_22,3.0,191,59.297188755,153.78313253,2.97766747035,4233.0
Track_23,3.0,192,130.032967033,157.373626374,1.79889690024,1638.0
None,3.0,193,143.841463415,162.93902439,1.77534874344,1558.0
None,3.0,194,206.62962963,160.938271605,1.74203565229,1620.0
Track_52,3.0,195,168.502702703,166.464864865,2.60435995705,3885.0
Track_26,3.0,196,121.477272727,172.090909091,1.24690363751,1012.0
Track_54,3.0,197,182.149122807,181.412280702,2.07258861217,2736.0
Track_24,3.0,198,309.476190476,185.660714286,2.51587027474,4200.0
Track_25,3.0,199,377.973333333,182.44,1.62823812359,1950.0
None,3.0,200,395.586206897,187.103448276,1.42993823748,1566.0
Track_29,3.0,201,146.666666667,211.747747748,1.99416512711,3108.0
Track_30,3.0,202,261.33908046,216.011494253,2.48167946739,5046.0
Track_27,3.0,203,130.75,224.5625,0.749362829135,480.0
Track_31,3.0,204,118.751633987,254.37254902,2.35689247412,4743.0
Track_34,3.0,205,46.2835820896,255.0,3.34038136786,6432.0
Track_35,3.0,206,325.142076503,264.868852459,2.67096593958,6039.0
Track_37,3.0,207,24.8545454545,264.545454545,1.40710508484,1870.0
Track_33,3.0,208,128.384615385,266.384615385,0.666511015147,455.0
Track_39,3.0,209,47.5271317829,276.0,2.13781229948,4644.0
Track_41,3.0,210,375.022727273,277.352272727,1.76431802728,3256.0
None,3.0,211,399.253164557,294.797468354,2.04781492411,3081.0
Track_43,3.0,212,42.935483871,291.35483871,1.05054270131,1240.0
Track_40,3.0,213,20.3105802048,306.457337884,3.34265974203,12013.0
Track_55,3.0,214,266.576576577,314.234234234,2.83714238193,9324.0
None,3.0,215,394.413793103,319.724137931,1.00814966221,1247.0
Track_48,3.0,216,258.142857143,354.589285714,1.43342118461,2464.0
Track_47,3.0,217,179.787878788,364.551515152,2.67007386189,7425.0
Track_46,3.0,218,265.987012987,377.519480519,1.7931165865,3542.0
Track_56,3.0,219,303.80952381,376.047619048,0.858548257635,987.0
Track_50,3.0,220,221.436781609,390.551724138,2.52158469707,8352.0
Track_49,3.0,221,259.286821705,392.449612403,2.3367354135,6321.0
Track_0,3.0,222,146.478070175,395.679824561,2.95033929483,11400.0
None,3.0,223,300.342857143,397.028571429,1.1286951835,1785.0
Track_51,3.0,224,181.636363636,400.090909091,0.617790525729,572.0
Track_7,3.0,225,102.365384615,91.4807692308,2.3560411422,8268.0
Track_6,3.0,226,97.6711409396,79.4093959732,2.30205907594,8046.0
Track_4,3.0,227,210.868995633,175.746724891,3.0568071504,12595.0
Track_5,3.0,228,205.613636364,184.693181818,2.03994562173,4928.0
Track_3,3.0,229,70.7636363636,286.218181818,1.42597668273,3135.0
Track_2,3.0,230,68.0434782609,301.347826087,2.49813452384,8004.0
Track_9,4.0,232,131.546391753,13.9175257732,2.62199440027,194.0
Track_53,4.0,233,113.397727273,33.1931818182,1.76367363796,176.0
Track_8,4.0,234,331.551724138,30.6896551724,1.0104430558,87.0
Track_11,4.0,235,11.8154761905,37.3571428571,2.4433022601,672.0
Track_13,4.0,236,283.686956522,40.0869565217,2.03519891108,575.0
Track_12,4.0,237,26.9520958084,47.8682634731,2.46502506223,1002.0
Track_15,4.0,238,289.494545455,63.3781818182,3.19794536084,1925.0
Track_57,4.0,239,357.675675676,67.7837837838,1.14725266938,296.0
Track_18,4.0,240,162.661971831,71.8450704225,1.58723431296,639.0
Track_16,4.0,241,383.30952381,78.3928571429,1.72522127149,924.0
Track_14,4.0,242,63.3522012579,114.075471698,2.43278726201,1908.0
Track_19,4.0,243,226.85106383,110.446808511,1.28948635608,611.0
Track_20,4.0,244,323.350877193,128.298245614,2.0402884584,1596.0
Track_21,4.0,245,1.72131147541,147.491803279,1.70095859778,915.0
Track_58,4.0,246,148.533333333,146.133333333,0.723378984165,240.0
Track_22,4.0,247,61.9294605809,152.572614108,2.93790850464,4097.0
Track_59,4.0,248,211.793814433,156.329896907,1.87401041674,1746.0
Track_23,4.0,249,123.662721893,162.769230769,2.48875218771,3211.0
Track_52,4.0,250,159.617647059,170.790441176,3.38995434761,5440.0
Track_4,4.0,251,219.725868726,168.853281853,3.0680079432,5439.0
Track_54,4.0,252,177.368852459,181.213114754,2.08445398237,2684.0
Track_24,4.0,253,309.5,185.982954545,2.58441370005,4048.0
Track_25,4.0,254,377.851351351,183.905405405,1.62071895666,1776.0
Track_5,4.0,255,199.264367816,187.08045977,2.51493523686,4350.0
None,4.0,256,395.793650794,186.841269841,1.49276299964,1638.0
None,4.0,257,394.052631579,205.964912281,2.78446082857,3078.0
Track_29,4.0,258,146.483443709,207.801324503,2.33288235871,4228.0
Track_30,4.0,259,261.375722543,215.988439306,2.47464044276,5017.0
Track_27,4.0,260,123.6,231.266666667,1.46115592354,1800.0
Track_34,4.0,261,47.2118644068,256.766949153,3.31248498207,7316.0
Track_31,4.0,262,120.481927711,253.578313253,1.7147229615,2656.0
None,4.0,263,264.947368421,252.921052632,1.15592190861,1254.0
Track_37,4.0,264,27.0,264.0,1.25707872211,1530.0
Track_35,4.0,265,323.288461538,272.408653846,2.89905656782,7280.0
Track_39,4.0,266,47.5819672131,276.221311475,2.07748958654,4392.0
Track_33,4.0,267,134.909090909,276.109090909,1.40812706606,2035.0
None,4.0,268,374.611764706,277.141176471,1.73351213033,3230.0
Track_3,4.0,269,70.7317073171,286.487804878,1.22765628802,1599.0
None,4.0,270,185.104166667,288.270833333,1.3225053341,1920.0
None,4.0,271,399.271428571,294.571428571,1.87660033615,2870.0
Track_43,4.0,272,51.9344262295,299.754098361,1.46942879978,2562.0
Track_2,4.0,273,70.8421052632,301.063157895,1.9324565265,4085.0
Track_40,4.0,274,25.5257352941,316.790441176,3.18332099875,11968.0
Track_55,4.0,275,263.087804878,318.985365854,2.70350601317,9225.0
Track_41,4.0,276,382.586206897,323.724137931,1.00814966221,1334.0
Track_48,4.0,277,259.920634921,353.396825397,1.5140165251,2961.0
Track_47,4.0,278,177.160142349,364.40569395,3.16332733438,13488.0
Track_56,4.0,279,307.366666667,373.366666667,1.02370853048,1470.0
Track_50,4.0,280,214.355191257,386.131147541,2.5671953052,9150.0
Track_46,4.0,281,262.916666667,381.895833333,1.31419208513,2448.0
Track_49,4.0,282,252.167883212,393.737226277,2.29131061757,7124.0
Track_0,4.0,283,146.111111111,395.528888889,2.91189962675,11925.0
Track_60,4.0,284,307.761904762,393.126984127,1.49872133149,3402.0
None,4.0,285,280.928571429,398.607142857,1.01514603663,1540.0
None,4.0,286,342.04,399.76,1.00784109787,1400.0
Track_6,4.0,287,95.8407643312,80.0191082803,2.3654382192,8949.0
Track_7,4.0,288,102.445121951,91.5182926829,2.41969608994,9512.0
Track_8,5.0,290,313.5,2.55555555556,1.1363981808,36.0
Track_9,5.0,291,130.61878453,15.5193370166,2.53145986496,362.0
Track_53,5.0,292,113.539325843,33.1348314607,1.77598990562,267.0
Track_13,5.0,293,287.426900585,38.269005848,2.84268105741,684.0
Track_11,5.0,294,12.1104651163,37.6279069767,2.47288406306,860.0
Track_12,5.0,295,26.5038167939,46.106870229,2.17630842982,786.0
None,5.0,296,339.272727273,42.5,0.883665335869,154.0
Track_15,5.0,297,295.722580645,63.9806451613,3.45861942783,2480.0
Track_57,5.0,298,370.306666667,62.8666666667,1.68500984565,675.0
Track_18,5.0,299,161.573033708,71.8876404494,1.78081530242,890.0
Track_16,5.0,300,383.588235294,78.4705882353,1.74018955533,1020.0
Track_19,5.0,301,228.119047619,117.119047619,1.40614051379,546.0
Track_20,5.0,302,326.0,116.2,0.584797522118,140.0
Track_14,5.0,303,64.6551724138,126.806896552,2.27262994501,2175.0
Track_21,5.0,304,1.98666666667,148.066666667,1.88956379184,1200.0
Track_22,5.0,305,61.9154929577,152.516431925,2.76003544495,3621.0
Track_23,5.0,306,112.922330097,165.0,1.93968786755,1957.0
Track_54,5.0,307,177.28440367,169.733944954,2.07973949858,2180.0
Track_58,5.0,308,131.051612903,171.090322581,2.35527075932,3255.0
Track_52,5.0,309,160.083333333,180.261904762,3.10709745867,5544.0
Track_24,5.0,310,309.407407407,185.901234568,2.47590508263,3726.0
Track_25,5.0,311,378.151898734,183.734177215,1.67515374313,1896.0
Track_5,5.0,312,201.920792079,187.227722772,1.9181308902,2525.0
None,5.0,313,395.786885246,187.032786885,1.46936422509,1586.0
Track_29,5.0,314,135.022988506,195.74137931,2.48421775217,4698.0
None,5.0,315,392.098837209,207.901162791,2.94837655242,4816.0
Track_30,5.0,316,261.234285714,215.971428571,2.49032934438,5075.0
Track_27,5.0,317,123.0,234.086956522,1.3073867513,1380.0
Track_31,5.0,318,123.461038961,247.941558442,2.34280669802,4774.0
Track_61,5.0,319,254.538461538,247.346153846,1.66700826219,2496.0
Track_34,5.0,320,47.8982300885,257.619469027,3.09839600107,7458.0
Track_37,5.0,321,26.09375,262.9375,1.09123326379,1088.0
Track_39,5.0,322,47.6299212598,276.251968504,2.12142264176,4445.0
Track_62,5.0,323,374.56097561,277.231707317,1.70148591106,2952.0
Track_35,5.0,324,323.313131313,286.015151515,2.66013910697,7326.0
None,5.0,325,82.7291666667,288.979166667,1.31829200956,1824.0
Track_63,5.0,326,187.648148148,291.537037037,1.39806503938,2106.0
Track_3,5.0,327,65.9,290.95,0.834266120623,800.0
None,5.0,328,399.780487805,294.804878049,1.42930499409,1681.0
Track_2,5.0,329,72.6021505376,299.193548387,1.82159781582,3906.0
Track_43,5.0,330,59.5757575758,305.242424242,1.0794466137,1419.0
Track_55,5.0,331,266.258883249,323.969543147,2.65156425526,8668.0
Track_40,5.0,332,37.7008196721,327.885245902,2.99260931839,10980.0
Track_48,5.0,333,272.397058824,350.411764706,1.57073472552,3128.0
Track_47,5.0,334,182.028571429,362.142857143,1.12117125464,1645.0
Track_56,5.0,335,307.0,367.5,0.950440484514,1248.0
Track_50,5.0,336,206.610810811,381.0,2.56827126017,9065.0
Track_64,5.0,337,267.5,382.0,0.7946565311,900.0
Track_49,5.0,338,256.046296296,393.430555556,2.78145839984,11016.0
Track_0,5.0,339,146.219730942,395.784753363,2.9258105188,11596.0
Track_65,5.0,340,336.637362637,394.879120879,1.81034156119,4823.0
Track_60,5.0,341,314.590909091,394.727272727,1.53227192023,3564.0
None,5.0,342,397.088235294,397.911764706,1.60317758554,3740.0
Track_7,5.0,343,102.439759036,91.6807228916,2.43971438842,9296.0
Track_6,5.0,344,95.1012658228,79.8670886076,2.3735289763,9006.0
Track_59,5.0,345,213.096774194,158.580645161,2.91844861855,12586.0
Track_4,5.0,346,219.276243094,167.486187845,2.62127926178,10679.0
Track_8,6.0,348,314.666666667,6.11111111111,2.0318514102,108.0
Track_9,6.0,349,131.105263158,14.3,2.594139738,380.0
Track_53,6.0,350,113.792207792,33.4675324675,1.65397602728,231.0
Track_13,6.0,351,285.172839506,39.7160493827,2.54214965109,810.0
Track_66,6.0,352,340.448979592,52.8571428571,1.31740373483,294.0
Track_15,6.0,353,302.537313433,65.6044776119,3.14336821268,1876.0
Track_18,6.0,354,160.671641791,71.3134328358,1.54174875402,536.0
Track_57,6.0,355,382.893939394,78.0909090909,1.53374387016,660.0
Track_20,6.0,356,329.890804598,114.350574713,2.50311710022,1914.0
Track_19,6.0,357,224.915662651,117.746987952,1.73603132127,996.0
Track_14,6.0,358,68.6993006993,130.27972028,2.28770797474,1859.0
Track_21,6.0,359,1.78571428571,147.628571429,1.85615875664,980.0
Track_22,6.0,360,61.680952381,153.085714286,2.76125046368,3150.0
Track_23,6.0,361,109.208695652,165.713043478,2.01832640338,1955.0
Track_58,6.0,362,131.218309859,171.408450704,2.25211409655,2556.0
Track_54,6.0,363,177.266055046,171.880733945,1.97033658258,2071.0
Track_24,6.0,364,309.490909091,185.684848485,2.49594283818,3300.0
Track_52,6.0,365,157.204081633,185.37414966,2.35085538496,3087.0
Track_25,6.0,366,377.8,183.5125,1.68283302435,1760.0
Track_5,6.0,367,207.63559322,186.152542373,2.07961106738,2714.0
None,6.0,368,395.136363636,187.136363636,1.52482193561,1584.0
Track_29,6.0,369,128.0703125,192.7890625,2.14364310138,3200.0
None,6.0,370,385.121212121,204.954545455,1.52949735196,1716.0
Track_61,6.0,371,260.940828402,215.579881657,2.44480354153,4563.0
Track_27,6.0,372,121.333333333,238.355555556,1.26899419497,1260.0
Track_31,6.0,373,135.2,241.085714286,1.11807692337,1015.0
Track_34,6.0,374,46.7475247525,256.698019802,3.02506830022,6060.0
Track_37,6.0,375,26.4318181818,262.0,1.28446382137,1364.0
Track_39,6.0,376,47.6535433071,276.102362205,2.12126775238,4064.0
None,6.0,377,132.411764706,273.882352941,0.768591733615,561.0
Track_62,6.0,378,374.235955056,277.404494382,1.77365459225,3026.0
Track_67,6.0,379,87.4556962025,285.911392405,1.75040621841,2765.0
Track_35,6.0,380,322.851428571,292.651428571,2.52725671857,6300.0
Track_2,6.0,381,72.7,304.653846154,2.36886934378,4810.0
Track_63,6.0,382,186.323529412,301.794117647,1.91433232592,3876.0
Track_55,6.0,383,270.823529412,331.171568627,2.72063249203,7956.0
Track_40,6.0,384,43.0533807829,333.491103203,3.29824306341,11240.0
None,6.0,385,4.22429906542,339.644859813,1.99260997702,4387.0
Track_48,6.0,386,283.44,343.36,0.947623737296,1050.0
Track_56,6.0,387,307.5,367.777777778,0.793957256383,774.0
Track_50,6.0,388,208.494949495,379.429292929,2.64932183351,8712.0
Track_65,6.0,389,335.151515152,391.797979798,1.89954671578,4455.0
Track_49,6.0,390,255.933014354,395.114832536,2.81493069338,9614.0
Track_0,6.0,391,146.789237668,395.479820628,2.89268671662,10481.0
Track_11,6.0,392,12.9447513812,37.9060773481,2.54543146175,8688.0
Track_12,6.0,393,21.4774774775,47.6396396396,2.00203094933,5439.0
Track_6,6.0,394,95.9044585987,79.5286624204,2.36427700969,7850.0
Track_7,6.0,395,101.969325153,91.6073619632,2.41353541341,8313.0
Track_4,6.0,396,211.958333333,163.395833333,1.42831093646,2496.0
Track_59,6.0,397,214.345454545,155.436363636,3.39028485646,11660.0
None,7.0,399,110.5,0.928571428571,1.17252553592,28.0
Track_9,7.0,400,131.270408163,14.9948979592,2.63653721229,392.0
Track_8,7.0,401,319.703296703,20.7142857143,2.58977479862,546.0
Track_53,7.0,402,114.404761905,32.5833333333,1.72472264785,336.0
Track_13,7.0,403,292.3,32.4142857143,1.58404035197,350.0
None,7.0,404,283.563829787,41.5425531915,1.85120251694,658.0
None,7.0,405,93.2564102564,43.7435897436,1.17565386442,312.0
Track_66,7.0,406,340.212765957,54.2340425532,1.31052505446,423.0
Track_15,7.0,407,309.075601375,65.3780068729,3.34085869259,2910.0
None,7.0,408,388.0,68.5,0.950440484514,286.0
Track_57,7.0,409,383.066666667,77.5555555556,1.25890463025,585.0
Track_20,7.0,410,332.356756757,109.07027027,2.57398185657,2590.0
Track_19,7.0,411,225.595959596,122.616161616,1.95139546143,1485.0
Track_14,7.0,412,73.992,146.12,2.1320241674,2000.0
Track_21,7.0,413,1.86153846154,147.753846154,1.73340417083,1105.0
Track_59,7.0,414,211.62109375,154.00390625,3.16255119841,4608.0
Track_4,7.0,415,229.063291139,149.113924051,1.7541983109,1501.0
Track_22,7.0,416,60.4,153.847619048,2.00646468395,2100.0
