trackID,time,objID,xpos,ypos,Radius,Brightness
None,0.0,1,305.952380952,1.09523809524,0.918645407789,21.0
None,0.0,2,133.104712042,14.0785340314,2.60087174297,382.0
None,0.0,3,114.074074074,33.2098765432,1.69626262588,243.0
None,0.0,4,12.2459893048,38.0160427807,2.57119116043,748.0
None,0.0,5,34.9819277108,39.6445783133,2.43473800691,830.0
None,0.0,6,283.032967033,41.6923076923,1.796006957,546.0
None,0.0,7,75.9615384615,64.0320512821,2.41171481148,1092.0
None,0.0,8,266.489878543,66.3117408907,3.0571432438,1976.0
None,0.0,9,383.381578947,77.6973684211,1.64087672822,684.0
None,0.0,10,297.871794872,78.1282051282,1.16985095042,429.0
None,0.0,11,185.063829787,90.8936170213,1.31553662004,564.0
None,0.0,12,234.84962406,108.684210526,2.17914588411,1729.0
None,0.0,13,1.18918918919,120.837837838,1.33262607937,518.0
None,0.0,14,327.730496454,142.177304965,2.23926867136,2115.0
None,0.0,15,1.85714285714,149.071428571,1.27886794137,672.0
None,0.0,16,58.69140625,154.3515625,3.01802144221,4352.0
None,0.0,17,137.456790123,164.617283951,2.5713406519,2916.0
None,0.0,18,195.495934959,167.37398374,2.09087342356,2337.0
None,0.0,19,309.416149068,185.627329193,2.47445367905,3220.0
None,0.0,20,378.265822785,181.746835443,1.67210247683,1659.0
None,0.0,21,106.588709677,184.443548387,2.10927176952,2728.0
None,0.0,22,395.666666667,186.873015873,1.49206749667,1512.0
None,0.0,23,130.838709677,202.612903226,1.0640901636,775.0
None,0.0,24,162.018691589,207.093457944,2.77769527369,5564.0
None,0.0,25,142.782608696,204.695652174,1.28437401959,1242.0
None,0.0,26,261.647058824,215.911764706,2.45279132302,4760.0
None,0.0,27,112.467005076,234.370558376,2.66433387456,5713.0
None,0.0,28,130.15625,234.875,1.06904775604,960.0
None,0.0,29,148.439790576,238.560209424,2.61762757432,5921.0
None,0.0,30,126.235294118,243.882352941,1.10020678603,1088.0
None,0.0,31,33.6118421053,252.993421053,2.35874947226,5016.0
None,0.0,32,348.744186047,259.970930233,2.51588005225,5848.0
None,0.0,33,56.0743801653,258.801652893,2.07630053012,4235.0
None,0.0,34,15.2454545455,267.6,2.01391234151,3960.0
None,0.0,35,183.4875,267.6625,1.69426912538,2960.0
None,0.0,36,47.5396825397,276.087301587,2.11162844546,4788.0
None,0.0,37,2.68852459016,282.762295082,2.51361232853,4758.0
None,0.0,38,374.109589041,277.232876712,1.60542463024,2920.0
None,0.0,39,395.988372093,282.703488372,2.52532080722,7052.0
None,0.0,40,305.871794872,287.58974359,1.20398655374,1677.0
None,0.0,41,258.115555556,298.382222222,2.91028426928,9900.0
None,0.0,42,47.5,314.371428571,1.57535384281,3150.0
None,0.0,43,49.3658536585,329.536585366,1.21569364733,1886.0
None,0.0,44,199.0,343.846153846,1.17182365166,1833.0
None,0.0,45,280.222222222,361.722222222,1.12917527191,1728.0
None,0.0,46,183.540540541,366.081081081,1.14154904199,1813.0
None,0.0,47,265.3125,366.65625,1.06789138864,1600.0
None,0.0,48,282.401069519,378.79144385,2.60355366124,9537.0
None,0.0,49,225.8,395.237037037,2.23336897178,7155.0
None,0.0,50,264.676470588,398.970588235,1.12568412941,1836.0
None,0.0,51,179.8125,400.0625,0.790548297874,880.0
None,0.0,52,102.128787879,91.4772727273,2.18259592941,7392.0
None,0.0,53,96.1265060241,80.1265060241,2.4295647554,9462.0
None,0.0,54,193.302564103,203.435897436,2.65418796904,11310.0
None,0.0,55,197.625592417,189.895734597,2.79187173295,12449.0
None,0.0,56,69.0701754386,287.807017544,1.47085097124,3420.0
None,0.0,57,69.6666666667,301.692307692,2.44598399444,9516.0
None,0.0,58,154.245508982,392.449101796,2.64507303759,10354.0
None,0.0,59,143.335616438,395.047945205,2.3280389056,9198.0
Track_8,1.0,61,319.78125,4.875,1.06696179618,32.0
Track_9,1.0,62,131.75,13.9607843137,2.68944212425,408.0
Track_10,1.0,63,114.877777778,32.9888888889,1.78885399397,270.0
Track_11,1.0,64,12.890625,37.6197916667,2.60743582826,768.0
Track_12,1.0,65,33.34375,38.075,2.41606555192,800.0
Track_13,1.0,66,284.969465649,42.320610687,2.32068028927,786.0
Track_15,1.0,67,270.414285714,66.7464285714,3.26591953731,1960.0
Track_14,1.0,68,76.9183673469,73.8979591837,2.28363649562,1176.0
Track_17,1.0,69,312.2,70.975,1.26295063212,360.0
Track_16,1.0,70,383.151162791,78.0348837209,1.74887476195,860.0
Track_6,1.0,71,96.3333333333,79.4035087719,2.04557293747,1254.0
Track_18,1.0,72,182.6,87.2857142857,1.11380963388,420.0
Track_7,1.0,73,102.694029851,91.5895522388,2.19987652997,1742.0
Track_19,1.0,74,238.926829268,104.333333333,2.16510883899,1722.0
Track_20,1.0,75,322.188118812,134.237623762,1.89753942034,1515.0
Track_21,1.0,76,1.68181818182,147.568181818,1.35516900334,704.0
None,1.0,77,165.526666667,149.533333333,2.32306835429,2550.0
Track_22,1.0,78,58.776119403,154.507462687,3.0888766015,4824.0
Track_23,1.0,79,138.410714286,159.767857143,2.43830969339,3192.0
Track_26,1.0,80,110.232758621,182.206896552,2.04464544067,2436.0
Track_24,1.0,81,309.5625,185.551136364,2.57552043538,3872.0
Track_25,1.0,82,378.014285714,183.014285714,1.57443724419,1610.0
None,1.0,83,395.330434783,187.069565217,2.05001221627,2760.0
Track_28,1.0,84,169.35678392,199.51758794,2.69252923654,4975.0
Track_27,1.0,85,130.8,204.166666667,1.03494212123,780.0
Track_29,1.0,86,141.306122449,208.469387755,1.31960878339,1323.0
Track_30,1.0,87,261.834319527,215.692307692,2.45099643961,4732.0
Track_32,1.0,88,152.443298969,233.603092784,2.64522341629,5626.0
Track_35,1.0,89,337.859223301,259.378640777,2.71679933757,6592.0
Track_38,1.0,90,187.314814815,266.018518519,1.98809099224,3564.0
Track_37,1.0,91,22.7042253521,264.366197183,1.59551380306,2414.0
Track_39,1.0,92,47.5757575758,276.674242424,2.16346235743,4620.0
Track_41,1.0,93,374.567901235,277.098765432,1.69295193577,2916.0
None,1.0,94,397.576576577,283.153153153,2.08265494525,4107.0
Track_40,1.0,95,9.8892733564,295.197231834,3.34783174651,11271.0
Track_42,1.0,96,261.813636364,299.290909091,2.79348922819,8800.0
Track_43,1.0,97,46.5,306.380434783,1.80760484771,3772.0
Track_44,1.0,98,55.3673469388,322.142857143,1.32982616148,2058.0
Track_45,1.0,99,185.909090909,349.477272727,1.24690363751,1892.0
Track_48,1.0,100,260.37704918,362.950819672,1.46997582764,2684.0
Track_46,1.0,101,278.071428571,362.928571429,1.22097285425,1890.0
Track_47,1.0,102,182.625,366.142857143,1.40681500501,2576.0
Track_1,1.0,103,160.967741935,377.509677419,2.40130577454,7285.0
Track_49,1.0,104,270.047393365,382.597156398,2.75751656896,10128.0
Track_0,1.0,105,147.296137339,395.575107296,2.97908084287,11417.0
Track_50,1.0,106,227.059405941,397.673267327,1.98178175845,5050.0
Track_51,1.0,107,179.80952381,399.666666667,0.886222526801,1071.0
Track_4,1.0,108,198.379501385,180.299168975,4.85015306955,18772.0
Track_5,1.0,109,198.906976744,195.837209302,1.32178763384,2279.0
Track_31,1.0,110,112.136986301,243.589041096,1.62583641491,3942.0
Track_33,1.0,111,122.282828283,251.181818182,2.25703255296,5445.0
Track_34,1.0,112,38.9100529101,252.285714286,2.77893817048,10584.0
Track_36,1.0,113,56.7258064516,259.798387097,2.14173511023,7068.0
Track_2,1.0,114,69.0469798658,302.194630872,2.34590407351,8642.0
Track_3,1.0,115,70.8070175439,287.614035088,1.48136309719,3363.0
Track_9,2.0,117,132.836842105,13.3421052632,2.59273845473,190.0
Track_8,2.0,118,329.888888889,12.2777777778,1.13260023636,72.0
Track_10,2.0,119,114.0,33.0823529412,1.74167917012,255.0
Track_11,2.0,120,13.3315508021,37.9572192513,2.58813438173,748.0
Track_12,2.0,121,31.6323529412,39.1691176471,2.19622832836,680.0
Track_13,2.0,122,283.628865979,41.4845360825,1.85814242348,582.0
Track_15,2.0,123,273.254019293,65.768488746,3.43486052605,2177.0
None,2.0,124,103.0,63.75,1.30123892279,384.0
Track_16,2.0,125,383.828947368,77.4078947368,1.64109014952,760.0
Track_18,2.0,126,177.675,77.025,1.18687181711,440.0
Track_14,2.0,127,73.5909090909,87.2386363636,2.54056694495,2112.0
Track_19,2.0,128,243.188034188,101.794871795,2.05799341592,1521.0
Track_20,2.0,129,323.912280702,135.122807018,1.42977225139,798.0
Track_21,2.0,130,1.8275862069,147.603448276,1.61647579,870.0
Track_22,2.0,131,58.7976190476,154.158730159,2.99684179426,4032.0
Track_23,2.0,132,136.255813953,158.590697674,2.9425055429,3655.0
Track_52,2.0,133,167.563291139,163.063291139,2.38331553359,2844.0
Track_26,2.0,134,116.21656051,176.515923567,2.38674130521,3140.0
None,2.0,135,186.677419355,181.612903226,1.71575973115,1302.0
Track_24,2.0,136,309.421348315,186.168539326,2.5977391635,3916.0
Track_25,2.0,137,377.163934426,181.655737705,1.48617670534,1403.0
None,2.0,138,395.245283019,186.698113208,1.3695911651,1272.0
Track_28,2.0,139,182.472906404,196.906403941,2.70877282771,5075.0
Track_29,2.0,140,150.971428571,216.851428571,2.54988577635,4550.0
Track_30,2.0,141,261.715976331,216.142011834,2.44830933354,4563.0
Track_27,2.0,142,134.68,220.14,1.33025680946,1400.0
Track_34,2.0,143,40.75,252.159722222,2.30350424174,4176.0
Track_35,2.0,144,324.315151515,260.721212121,2.47320472282,5115.0
Track_36,2.0,145,57.0352941176,260.458823529,1.74443696733,2720.0
Track_37,2.0,146,24.3378378378,265.22972973,1.6340467042,2442.0
Track_38,2.0,147,187.565217391,273.666666667,1.57946294971,2346.0
Track_42,2.0,148,284.0,272.604166667,1.31270584175,1680.0
Track_39,2.0,149,47.5967741935,276.169354839,2.09585860008,4464.0
Track_41,2.0,150,374.524390244,277.12195122,1.70223074248,3034.0
None,2.0,151,396.606666667,282.56,2.38167737875,5700.0
Track_3,2.0,152,70.8181818182,286.181818182,0.623866467275,429.0
Track_2,2.0,153,68.9861111111,298.125,2.43823734242,5760.0
Track_43,2.0,154,45.6263736264,297.362637363,1.81116690125,3731.0
Track_40,2.0,155,19.1740740741,304.585185185,3.12589013751,11340.0
None,2.0,156,267.424242424,305.242424242,1.0794466137,1419.0
Track_44,2.0,157,63.8421052632,310.684210526,0.829603089157,836.0
None,2.0,158,399.428571429,316.964285714,1.02608913908,1260.0
